,0
Annual return,0.2367931212680967
Cumulative returns,1.3280413802490258
Annual volatility,0.1610659265694212
Sharpe ratio,1.401884997790489
Calmar ratio,2.0099455938340682
Stability,0.968225881970225
Max drawdown,-0.11781071188917229
Omega ratio,1.3408266655815873
Sortino ratio,2.079119022134612
Skew,
Kurtosis,
Tail ratio,1.1547097343655757
Daily value at risk,-0.019396383851403392
